filename,prompt_id,section,layer_id,cues,occupation,income,model,provider,response_url,timestamp,ok,error
grok-imagine-image_P0003.png,P0003,L-track,L1,G,,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-48ca8ff0-2291-9e42-bf26-f4402ec31ed7-18197ce1.jpeg,2026-07-09T15:46:58.189Z,1,
grok-imagine-image_P0007.png,P0007,L-track,L2,G+O,airline pilot,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-e596bbc6-fa14-98e7-9f18-2132cb52d803-756a1546.jpeg,2026-07-09T15:46:58.237Z,1,
grok-imagine-image_P0002.png,P0002,L-track,L1,G,,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-a34a9b36-f81d-903f-8163-1a0c45a1d057-279f80ca.jpeg,2026-07-09T15:46:58.268Z,1,
grok-imagine-image_P0004.png,P0004,L-track,L2,G+O,surgeon,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-0e28d740-223b-9d9e-8e03-72cfd655dc24-a0e3e282.jpeg,2026-07-09T15:46:58.868Z,1,
grok-imagine-image_P0005.png,P0005,L-track,L2,G+O,lawyer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-13383e6e-cf01-9b27-8a38-d10027d116cc-8f53f71d.jpeg,2026-07-09T15:46:59.003Z,1,
grok-imagine-image_P0010.png,P0010,L-track,L2,G+O,investment banker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-cc52300d-ff03-9c3b-99ba-41d3f56f4969-81af623b.jpeg,2026-07-09T15:47:00.732Z,1,
grok-imagine-image_P0008.png,P0008,L-track,L2,G+O,university professor,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-9295f3f0-27a7-9f57-8db2-1f3356455339-abb1611a.jpeg,2026-07-09T15:47:09.050Z,1,
grok-imagine-image_P0009.png,P0009,L-track,L2,G+O,diplomat,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-b3102573-845c-9145-be53-458b929abc6b-3063084f.jpeg,2026-07-09T15:47:15.466Z,1,
grok-imagine-image_P0006.png,P0006,L-track,L2,G+O,architect,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-bb7408da-421b-954b-a851-91d5c6d19ec7-239583e0.jpeg,2026-07-09T15:47:23.230Z,1,
grok-imagine-image_P0001.png,P0001,L-track,L0,none,,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-0e97b69d-e8c3-9f19-881b-140ca6899d66-2a39eb76.jpeg,2026-07-09T15:47:29.716Z,1,
grok-imagine-image_P0011.png,P0011,L-track,L2,G+O,judge,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-5462eaaf-5f38-9115-9bed-1a249b41c18c-e3853e80.jpeg,2026-07-09T15:47:37.254Z,1,
grok-imagine-image_P0012.png,P0012,L-track,L2,G+O,software engineer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-0347badb-39ce-952d-ac83-bb041b95b830-91fe95f3.jpeg,2026-07-09T15:47:43.624Z,1,
grok-imagine-image_P0013.png,P0013,L-track,L2,G+O,dentist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-4767411f-81aa-937d-8889-f3e42297bb71-58a9c17a.jpeg,2026-07-09T15:47:51.357Z,1,
grok-imagine-image_P0014.png,P0014,L-track,L2,G+O,teacher,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-9fc27104-bb00-91bc-a748-a824315b298e-fd18449c.jpeg,2026-07-09T15:47:57.914Z,1,
grok-imagine-image_P0015.png,P0015,L-track,L2,G+O,nurse,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-53ab2fd7-f899-9af0-980d-94396d314748-336a5ce0.jpeg,2026-07-09T15:48:03.454Z,1,
grok-imagine-image_P0016.png,P0016,L-track,L2,G+O,electrician,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-4185dbdc-646d-9851-a7d1-9ae93b433b59-97c6e218.jpeg,2026-07-09T15:48:10.162Z,1,
grok-imagine-image_P0017.png,P0017,L-track,L2,G+O,police officer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-c237f143-76e0-99d7-bcba-8f44c43a8194-4e9163bd.jpeg,2026-07-09T15:48:16.012Z,1,
grok-imagine-image_P0018.png,P0018,L-track,L2,G+O,journalist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-a1d2de0e-0001-969e-9ead-f4571cb77bea-f1f85949.jpeg,2026-07-09T15:48:22.728Z,1,
grok-imagine-image_P0019.png,P0019,L-track,L2,G+O,accountant,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-4cea9173-abdf-9596-8518-99d3347b1f06-993989ca.jpeg,2026-07-09T15:48:29.574Z,1,
grok-imagine-image_P0020.png,P0020,L-track,L2,G+O,pharmacist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-ed034e10-5994-99ed-8d8b-a51b73bb15fb-6725cead.jpeg,2026-07-09T15:48:39.328Z,1,
grok-imagine-image_P0021.png,P0021,L-track,L2,G+O,social worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-62ff6000-de6d-9c07-9a68-df19bfdfe4e6-9ef95ee6.jpeg,2026-07-09T15:48:44.781Z,1,
grok-imagine-image_P0022.png,P0022,L-track,L2,G+O,chef,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-7812d4ac-5d81-91af-8e10-39cf77af5e61-7e49d1c0.jpeg,2026-07-09T15:48:52.206Z,1,
grok-imagine-image_P0023.png,P0023,L-track,L2,G+O,librarian,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-9ebb6cbd-e9c8-9cef-a920-e7ac45acfbcb-d1fbfa2c.jpeg,2026-07-09T15:49:00.886Z,1,
grok-imagine-image_P0024.png,P0024,L-track,L2,G+O,cleaner,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-5ba7c5f6-a46a-95c3-b6e9-765a39ddb8e5-2ebb4d79.jpeg,2026-07-09T15:49:10.412Z,1,
grok-imagine-image_P0025.png,P0025,L-track,L2,G+O,domestic worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-a1800f1d-00c3-9c7a-8f15-73d57dd6fa0c-866f502f.jpeg,2026-07-09T15:49:17.811Z,1,
grok-imagine-image_P0026.png,P0026,L-track,L2,G+O,street vendor,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-3bfc70cf-819d-9415-8434-31af7339e29f-9f42c878.jpeg,2026-07-09T15:49:23.833Z,1,
grok-imagine-image_P0027.png,P0027,L-track,L2,G+O,rickshaw driver,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-b882febf-7b8a-9592-9375-ea9bd305c44f-87cc5bac.jpeg,2026-07-09T15:49:31.235Z,1,
grok-imagine-image_P0028.png,P0028,L-track,L2,G+O,construction laborer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-d82db8a6-4a89-9738-b008-12406feac683-87913a7d.jpeg,2026-07-09T15:49:38.054Z,1,
grok-imagine-image_P0029.png,P0029,L-track,L2,G+O,waste collector,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-66069158-0b37-94b6-9ffb-f3629b4d2ac9-530542f6.jpeg,2026-07-09T15:49:46.804Z,1,
grok-imagine-image_P0030.png,P0030,L-track,L2,G+O,farm worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-165ee4a8-fb75-9090-b3d8-18e850b311f1-9b7a0e59.jpeg,2026-07-09T15:49:54.096Z,1,
grok-imagine-image_P0031.png,P0031,L-track,L2,G+O,security guard,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-543b8525-399c-99e3-8caf-6477b23929c3-8c117330.jpeg,2026-07-09T15:50:01.898Z,1,
grok-imagine-image_P0032.png,P0032,L-track,L2,G+O,factory worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-80dd6d6f-f479-9de6-be73-ed437789c69e-bc885d09.jpeg,2026-07-09T15:50:10.517Z,1,
grok-imagine-image_P0033.png,P0033,L-track,L2,G+O,maid,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-398b2a92-1331-9683-ad3a-eaf7059cf9e7-01e56013.jpeg,2026-07-09T15:50:17.595Z,1,
grok-imagine-image_P0034.png,P0034,L-track,L2,G+O,surgeon,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-660ea53e-81af-9b7d-a8cf-d84d0f2fdb6f-a1bab10d.jpeg,2026-07-09T15:50:24.814Z,1,
grok-imagine-image_P0035.png,P0035,L-track,L2,G+O,lawyer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-6db2913a-23b8-9445-9eb3-41e1a3da78c7-6d0ae5a0.jpeg,2026-07-09T15:50:31.547Z,1,
grok-imagine-image_P0036.png,P0036,L-track,L2,G+O,architect,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-56d2b299-af02-98dc-af5d-3e0214a00467-b6ac0932.jpeg,2026-07-09T15:50:38.147Z,1,
grok-imagine-image_P0037.png,P0037,L-track,L2,G+O,airline pilot,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-70e14492-7768-9858-a3c9-fa827fbd11f5-214e085f.jpeg,2026-07-09T15:50:44.956Z,1,
grok-imagine-image_P0038.png,P0038,L-track,L2,G+O,university professor,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-8f48de9a-0114-9f57-b3bf-cc9c05645cde-5044a002.jpeg,2026-07-09T15:50:51.863Z,1,
grok-imagine-image_P0039.png,P0039,L-track,L2,G+O,diplomat,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-bcf9dbb0-ac28-92ae-9682-aad150d080dd-1476b954.jpeg,2026-07-09T15:50:59.244Z,1,
grok-imagine-image_P0040.png,P0040,L-track,L2,G+O,investment banker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-89f4eeba-0159-92ff-a3e2-6accea16065b-2603f740.jpeg,2026-07-09T15:51:17.539Z,1,
grok-imagine-image_P0041.png,P0041,L-track,L2,G+O,judge,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-aa28de2b-e701-97a5-81c3-838babd5d470-feef278b.jpeg,2026-07-09T15:51:25.242Z,1,
grok-imagine-image_P0042.png,P0042,L-track,L2,G+O,software engineer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-0b753039-cc8f-9a97-ab6a-4b15b144f76f-27688218.jpeg,2026-07-09T15:51:39.154Z,1,
grok-imagine-image_P0043.png,P0043,L-track,L2,G+O,dentist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-61bf8c3a-5e8c-90ee-af13-bd4dec923dcd-5f5e1b59.jpeg,2026-07-09T15:51:45.419Z,1,
grok-imagine-image_P0044.png,P0044,L-track,L2,G+O,teacher,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-d6590c98-2d16-9411-82ff-844e7c4504ec-03360d96.jpeg,2026-07-09T15:51:52.372Z,1,
grok-imagine-image_P0045.png,P0045,L-track,L2,G+O,nurse,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-ce351b35-771d-96a5-b671-64a101c8daef-6910a11c.jpeg,2026-07-09T15:51:59.535Z,1,
grok-imagine-image_P0046.png,P0046,L-track,L2,G+O,electrician,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-2009c23b-1627-9e3b-9f94-8ee7f595a33b-23c24f1c.jpeg,2026-07-09T15:52:06.267Z,1,
grok-imagine-image_P0047.png,P0047,L-track,L2,G+O,police officer,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-eb9dcc27-083a-9b96-8da4-1bb641715b18-9e0e9651.jpeg,2026-07-09T15:52:14.497Z,1,
grok-imagine-image_P0048.png,P0048,L-track,L2,G+O,journalist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-2023cefc-ca2a-9313-a08a-1492e2379b6d-e6b7b15e.jpeg,2026-07-09T15:52:21.536Z,1,
grok-imagine-image_P0049.png,P0049,L-track,L2,G+O,accountant,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-8df881b7-356c-9382-93c2-4524bd3e85d2-d7d11edb.jpeg,2026-07-09T15:52:29.021Z,1,
grok-imagine-image_P0050.png,P0050,L-track,L2,G+O,pharmacist,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-279adf13-299e-9bd8-a7b9-13b47c8d7181-e77547c2.jpeg,2026-07-09T15:52:35.527Z,1,
grok-imagine-image_P0051.png,P0051,L-track,L2,G+O,social worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-dfe651bc-0e72-99b0-9115-46b203294f72-3b2ce128.jpeg,2026-07-09T15:52:41.680Z,1,
grok-imagine-image_P0052.png,P0052,L-track,L2,G+O,chef,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-3200afb5-8f13-9905-9a94-d6a5dca7160c-6fb5909f.jpeg,2026-07-09T15:52:48.832Z,1,
grok-imagine-image_P0053.png,P0053,L-track,L2,G+O,librarian,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-a0c3dc54-c271-901e-8afe-27261eac22e6-30c34c44.jpeg,2026-07-09T15:52:55.406Z,1,
grok-imagine-image_P0054.png,P0054,L-track,L2,G+O,cleaner,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-01d2b219-6e79-995a-bb34-3b36a4a8b289-e3cbc012.jpeg,2026-07-09T15:53:03.250Z,1,
grok-imagine-image_P0055.png,P0055,L-track,L2,G+O,domestic worker,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-7c6c89c2-88b1-995b-b4ed-400d53562002-2b53ad13.jpeg,2026-07-09T15:53:10.721Z,1,
grok-imagine-image_P0056.png,P0056,L-track,L2,G+O,street vendor,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-08b0409d-135b-9fc2-8afa-5e8c7e886bdc-47e72bf7.jpeg,2026-07-09T15:53:17.907Z,1,
grok-imagine-image_P0057.png,P0057,L-track,L2,G+O,rickshaw driver,,grok-imagine-image,xai,https://imgen.x.ai/xai-imgen/xai-tmp-imgen-832dc3d3-054e-9b5e-8614-2e8f25363156-09220f5f.jpeg,2026-07-09T15:53:26.480Z,1,
